 .eslintrc.js                                                                                                                |    87 +++++++++++++++++++++++++++++++--------------------------------
 dom/indexedDB/test/unit/test_unexpectedDirectory.js                                                                         |    43 ++++++++++++++++++--------------
 dom/indexedDB/test/unit/test_unique_index_update.js                                                                         |    25 ++++++++++++-------
 dom/indexedDB/test/unit/test_upgrade_add_index.js                                                                           |    17 ++++++++-----
 dom/indexedDB/test/unit/test_view_put_get_values.js                                                                         |    23 ++++++++++-------
 dom/indexedDB/test/unit/test_wasm_put_get_values.js                                                                         |    13 +++++-----
 dom/indexedDB/test/unit/test_wasm_recompile.js                                                                              |    25 ++++++++++++-------
 dom/indexedDB/test/unit/test_writer_starvation.js                                                                           |    50 +++++++++++++++++++++++++------------
 dom/indexedDB/test/unit/xpcshell-head-child-process.js                                                                      |     5 ++--
 dom/indexedDB/test/unit/xpcshell-head-parent-process.js                                                                     |   272 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------------
 dom/ipc/ManifestMessagesChild.jsm                                                                                           |    77 ++++++++++++++++++++++++++++++++++----------------------
 dom/ipc/remote-test.js                                                                                                      |    54 +++++++++++++++++++++-------------------
 dom/ipc/tests/.eslintrc.js                                                                                                  |     4 +--
 dom/ipc/tests/browser_JSWindowActor.js                                                                                      |   247 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------
 dom/ipc/tests/browser_domainPolicy.js                                                                                       |   125 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------
 dom/ipc/tests/browser_memory_distribution_telemetry.js                                                                      |    34 +++++++++++++++++++------
 dom/ipc/tests/browser_remote_navigation_delay_telemetry.js                                                                  |    59 +++++++++++++++++++++++++++++++++----------
 dom/ipc/tests/test_sharedMap.js                                                                                             |   229 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------
 dom/localstorage/test/unit/.eslintrc.js                                                                                     |     4 +--
 dom/localstorage/test/unit/databaseShadowing-shared.js                                                                      |     2 +-
 dom/localstorage/test/unit/head.js                                                                                          |    52 ++++++++++++++++++++++++--------------
 dom/localstorage/test/unit/test_archive.js                                                                                  |     7 +++---
 dom/localstorage/test/unit/test_groupLimit.js                                                                               |     2 +-
 dom/localstorage/test/unit/test_migration.js                                                                                |     6 ++---
 dom/localstorage/test/unit/test_originInit.js                                                                               |   168 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------
 dom/localstorage/test/unit/test_snapshotting.js                                                                             |     6 ++---
 dom/localstorage/test/unit/test_stringLength.js                                                                             |     2 +-
 dom/manifest/ImageObjectProcessor.jsm                                                                                       |    50 ++++++++++++++++++++++---------------
 dom/manifest/Manifest.jsm                                                                                                   |    75 +++++++++++++++++++++++++++++++++----------------------
 dom/manifest/ManifestFinder.jsm                                                                                             |    50 ++++++++++++++++++++-----------------
 dom/manifest/ManifestIcons.jsm                                                                                              |    36 ++++++++++++++++-----------
 dom/manifest/ManifestObtainer.jsm                                                                                           |    55 +++++++++++++++++++++++-----------------
 dom/manifest/ManifestProcessor.jsm                                                                                          |   115 +++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------
 dom/manifest/ValueExtractor.jsm                                                                                             |    30 ++++++++++++++--------
 dom/manifest/test/.eslintrc.js                                                                                              |     5 +---
 dom/manifest/test/browser_ManifestFinder_browserHasManifestLink.js                                                          |    65 ++++++++++++++++++++++++++---------------------
 dom/manifest/test/browser_ManifestIcons_browserFetchIcon.js                                                                 |    31 +++++++++++++++--------
 dom/manifest/test/browser_ManifestObtainer_obtain.js                                                                        |   121 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------
 dom/manifest/test/browser_Manifest_install.js                                                                               |    15 ++++++++---
 dom/manifest/test/browser_fire_appinstalled_event.js                                                                        |    27 +++++++++++---------
 dom/manifest/test/common.js                                                                                                 |    15 ++++++-----
 dom/media/IdpSandbox.jsm                                                                                                    |    99 ++++++++++++++++++++++++++++++++++++++++++++++--------------------------
 dom/media/PeerConnection.jsm                                                                                                |  1054 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 dom/media/PeerConnectionIdp.jsm                                                                                             |   170 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------
 dom/media/RTCStatsReport.jsm                                                                                                |     5 ++--
 dom/media/mediasource/test/.eslintrc.js                                                                                     |    36 +++++++++++++--------------
 dom/media/mediasource/test/mediasource.js                                                                                   |    88 +++++++++++++++++++++++++++++++++++++++++++++++++---------------
 dom/media/test/.eslintrc.js                                                                                                 |     4 +--
 dom/notification/NotificationDB.jsm                                                                                         |   216 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------
 dom/notification/NotificationStorage.jsm                                                                                    |   136 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------
 dom/notification/test/browser/.eslintrc.js                                                                                  |     4 +--
 dom/notification/test/browser/browser_permission_dismiss.js                                                                 |   104 +++++++++++++++++++++++++++++++++++++++++++++++++---------------------------
 dom/notification/test/chrome/.eslintrc.js                                                                                   |     4 +--
 dom/notification/test/mochitest/.eslintrc.js                                                                                |     4 +--
 dom/notification/test/mochitest/MockServices.js                                                                             |    80 ++++++++++++++++++++++++++++++++++++++--------------------
 dom/notification/test/mochitest/NotificationTest.js                                                                         |    44 +++++++++++++++++---------------
 dom/notification/test/unit/.eslintrc.js                                                                                     |     4 +--
 dom/notification/test/unit/head_notificationdb.js                                                                           |    22 ++++++++++------
 dom/notification/test/unit/test_notificationdb.js                                                                           |   118 ++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------
 dom/notification/test/unit/test_notificationdb_bug1024090.js                                                                |    38 +++++++++++++++-------------
 dom/plugins/test/mochitest/.eslintrc.js                                                                                     |     4 +--
 dom/plugins/test/mochitest/browser_bug1163570.js                                                                            |    50 ++++++++++++++++++++++++++-----------
 dom/plugins/test/mochitest/browser_bug1196539.js                                                                            |   129 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------
 dom/plugins/test/mochitest/browser_bug1335475.js                                                                            |   128 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------
 dom/plugins/test/mochitest/browser_data_url_plugin.js                                                                       |    41 ++++++++++++++++++++----------
 dom/plugins/test/mochitest/browser_pluginscroll.js                                                                          |   365 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------
 dom/plugins/test/mochitest/browser_tabswitchbetweenplugins.js                                                               |   105 ++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------
 dom/plugins/test/mochitest/dialog_watcher.js                                                                                |   228 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------
 dom/plugins/test/mochitest/file_authident.js                                                                                |    18 +++++++++++---
 dom/plugins/test/mochitest/hang_test.js                                                                                     |    43 +++++++++++++++++++++++---------
 dom/plugins/test/mochitest/hangui_common.js                                                                                 |     5 ++--
 dom/plugins/test/mochitest/hangui_iface.js                                                                                  |    80 +++++++++++++++++++++++++++++++++++++---------------------
 dom/plugins/test/mochitest/head.js                                                                                          |    36 ++++++++++++++++-----------
 dom/plugins/test/mochitest/plugin-utils.js                                                                                  |   130 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------
 dom/plugins/test/mochitest/pluginstream.js                                                                                  |    68 ++++++++++++++++++++++++++------------------------
 dom/plugins/test/reftest/plugin-background.js                                                                               |   111 +++++++++++++++++++++++++++++++++++++++++++++++----------------------------------
 dom/plugins/test/unit/.eslintrc.js                                                                                          |     4 +--
 dom/plugins/test/unit/head_plugins.js                                                                                       |    21 +++++++---------
 dom/plugins/test/unit/test_allowed_types.js                                                                                 |    99 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------
 dom/plugins/test/unit/test_bug813245.js                                                                                     |    27 +++++++++++++-------
 dom/plugins/test/unit/test_nice_plugin_name.js                                                                              |    20 ++++++++++-----
 dom/plugins/test/unit/test_persist_in_prefs.js                                                                              |    16 ++++++------
 dom/plugins/test/unit/test_plugin_default_state.js                                                                          |     7 +++---
 dom/presentation/PresentationDataChannelSessionTransport.jsm                                                                |   143 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------
 dom/presentation/PresentationNetworkHelper.jsm                                                                              |    15 +++++++----
 dom/presentation/provider/AndroidCastDeviceProvider.jsm                                                                     |   278 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------
 dom/presentation/provider/ControllerStateMachine.jsm                                                                        |    28 +++++++++++----------
 dom/presentation/provider/PresentationControlService.jsm                                                                    |   397 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------
 dom/presentation/provider/ReceiverStateMachine.jsm                                                                          |    34 ++++++++++++-------------
 dom/presentation/provider/StateMachineHelper.jsm                                                                            |     4 +--
 dom/presentation/tests/mochitest/.eslintrc.js                                                                               |     4 +--
 dom/presentation/tests/mochitest/PresentationDeviceInfoChromeScript.js                                                      |    22 ++++++++--------
 dom/presentation/tests/mochitest/PresentationSessionChromeScript.js                                                         |   276 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------
 dom/presentation/tests/mochitest/PresentationSessionChromeScript1UA.js                                                      |   222 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------
 dom/presentation/tests/mochitest/PresentationSessionFrameScript.js                                                          |   121 ++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------
 dom/presentation/tests/mochitest/test_presentation_1ua_connection_wentaway.js                                               |   260 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------
 dom/presentation/tests/mochitest/test_presentation_1ua_sender_and_receiver.js                                               |   559 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------------------
 dom/presentation/tests/mochitest/test_presentation_receiver_auxiliary_navigation.js                                         |    61 ++++++++++++++++++++++++++++++---------------
 dom/presentation/tests/mochitest/test_presentation_tcp_receiver_establish_connection_unknown_content_type.js                |   103 ++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------
 dom/presentation/tests/mochitest/test_presentation_terminate.js                                                             |   372 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------------------------------------------
 dom/presentation/tests/mochitest/test_presentation_terminate_establish_connection_error.js                                  |   265 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------
 dom/presentation/tests/xpcshell/.eslintrc.js                                                                                |     4 +--
 dom/presentation/tests/xpcshell/test_multicast_dns_device_provider.js                                                       |   651 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 dom/presentation/tests/xpcshell/test_presentation_device_manager.js                                                         |   118 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------
 dom/presentation/tests/xpcshell/test_presentation_session_transport.js                                                      |    82 +++++++++++++++++++++++++++++++++++++++++-------------------
 dom/presentation/tests/xpcshell/test_presentation_state_machine.js                                                          |   231 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------
 dom/presentation/tests/xpcshell/test_tcp_control_channel.js                                                                 |   281 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------
 dom/reporting/tests/.eslintrc.js                                                                                            |    12 ++++-----
 dom/reporting/tests/browser_cleanup.js                                                                                      |   149 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------
 dom/reporting/tests/worker_delivering.js                                                                                    |     8 +++---
 dom/security/featurepolicy/test/mochitest/.eslintrc.js                                                                      |     4 +--
 dom/security/test/unit/.eslintrc.js                                                                                         |     4 +--
 dom/security/test/unit/test_csp_reports.js                                                                                  |   359 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------------------------------------------------------
 dom/security/test/unit/test_csp_upgrade_insecure_request_header.js                                                          |    32 ++++++++++++------------
 dom/security/test/unit/test_isOriginPotentiallyTrustworthy.js                                                               |    45 ++++++++++++++++++++++-----------
 dom/system/NetworkGeolocationProvider.jsm                                                                                   |   140 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------
 dom/system/tests/.eslintrc.js                                                                                               |     5 +---
 dom/system/tests/worker_constants.js                                                                                        |    29 ++++++++++++++-------
 dom/tests/browser/.eslintrc.js                                                                                              |     4 +--
 dom/tests/browser/browser_ConsoleAPITests.js                                                                                |   301 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------
 dom/tests/browser/browser_ConsoleAPI_originAttributes.js                                                                    |    52 ++++++++++++++++++++++++++------------
 dom/tests/browser/browser_ConsoleStorageAPITests.js                                                                         |    39 +++++++++++++++++++----------
 dom/tests/browser/browser_ConsoleStoragePBTest_perwindowpb.js                                                               |    65 +++++++++++++++++++++++++++++------------------
 dom/tests/browser/browser_allocateGigabyte.js                                                                               |    12 +++++----
 dom/tests/browser/browser_autofocus_background.js                                                                           |    36 ++++++++++++++++++---------
 dom/tests/browser/browser_autofocus_preference.js                                                                           |     6 ++---
 dom/tests/browser/browser_beforeunload_between_chrome_content.js                                                            |    98 ++++++++++++++++++++++++++++++++++++++---------------------------------
 dom/tests/browser/browser_bug1004814.js                                                                                     |    17 +++++++++----
 dom/tests/browser/browser_bug1008941_dismissGeolocationHanger.js                                                            |    24 ++++++++++++------
 dom/tests/browser/browser_bug1236512.js                                                                                     |    82 +++++++++++++++++++++++++++++++++++++++++-------------------
 dom/tests/browser/browser_bug1238427.js                                                                                     |    21 ++++++++++------
 dom/tests/browser/browser_bug1316330.js                                                                                     |    28 ++++++++++++++++-----
 dom/tests/browser/browser_bug396843.js                                                                                      |   562 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 dom/tests/browser/browser_focus_steal_from_chrome.js                                                                        |   164 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------
 dom/tests/browser/browser_focus_steal_from_chrome_during_mousedown.js                                                       |    44 +++++++++++++++++++++-----------
 dom/tests/browser/browser_frame_elements.js                                                                                 |    58 ++++++++++++++++++++++++++++++++----------
 dom/tests/browser/browser_hasbeforeunload.js                                                                                |   883 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 dom/tests/browser/browser_keypressTelemetry.js                                                                              |    79 ++++++++++++++++++++++++++++++++++++++--------------------
 dom/tests/browser/browser_largeAllocation_non_win32.js                                                                      |    13 ++++++----
 dom/tests/browser/browser_largeAllocation_win32.js                                                                          |    10 +++++---
 dom/tests/browser/browser_localStorage_e10s.js                                                                              |   136 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------
 dom/tests/browser/browser_localStorage_privatestorageevent.js                                                               |    35 ++++++++++++++++++--------
 dom/tests/browser/browser_localStorage_snapshotting_e10s.js                                                                 |   121 +++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------
 dom/tests/browser/browser_noopener.js                                                                                       |   120 +++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------
 dom/tests/browser/browser_noopener_null_uri.js                                                                              |     8 +++---
 dom/tests/browser/browser_persist_cookies.js                                                                                |    38 +++++++++++++++++++++-------
 dom/tests/browser/browser_persist_mixed_content_image.js                                                                    |   115 +++++++++++++++++++++++++++++++++++++++++++++---------------------------------------
 dom/tests/browser/browser_test_focus_after_modal_state.js                                                                   |    31 +++++++++++++++--------
 dom/tests/browser/browser_test_new_window_from_content.js                                                                   |   121 ++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------
 dom/tests/browser/browser_test_toolbars_visibility.js                                                                       |   211 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------
 dom/tests/browser/browser_wakelock.js                                                                                       |    23 +++++++++++++----
 dom/tests/browser/browser_xhr_sandbox.js                                                                                    |    85 ++++++++++++++++++++++++++++++++++++--------------------------
 dom/tests/browser/helper_largeAllocation.js                                                                                 |   110 ++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------
 dom/tests/browser/helper_localStorage_e10s.js                                                                               |     4 ++-
 dom/tests/browser/perfmetrics/browser_test_performance_metrics.js                                                           |   285 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------------------------------
 dom/tests/browser/perfmetrics/browser_test_unresponsive.js                                                                  |     5 ++--
 dom/tests/reftest/script592366-2.js                                                                                         |     6 +++--
 dom/tests/unit/.eslintrc.js                                                                                                 |     4 +--
 dom/tests/unit/test_Fetch.js                                                                                                |   223 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------------
 dom/tests/unit/test_PromiseDebugging.js                                                                                     |    30 +++++++++++-----------
 dom/tests/unit/test_bug319968.js                                                                                            |     6 +++--
 dom/tests/unit/test_bug465752.js                                                                                            |     8 +++---
 dom/tests/unit/test_geolocation_position_unavailable.js                                                                     |     2 +-
 dom/tests/unit/test_geolocation_position_unavailable_wrap.js                                                                |     2 +-
 dom/tests/unit/test_geolocation_provider.js                                                                                 |   106 ++++++++++++++++++++++++++++++++++++++++-------------------------------------
 dom/tests/unit/test_geolocation_provider_timeout.js                                                                         |    11 ++++----
 dom/tests/unit/test_geolocation_reset_accuracy.js                                                                           |    49 +++++++++++++++++++++---------------
 dom/tests/unit/test_geolocation_reset_accuracy_wrap.js                                                                      |    38 +++++++++++++++++-----------
 dom/tests/unit/test_geolocation_timeout.js                                                                                  |    31 ++++++++++++-----------
 dom/tests/unit/test_geolocation_timeout_wrap.js                                                                             |    11 ++++----
 dom/tests/unit/test_xhr_init.js                                                                                             |    20 +++++++--------
 dom/url/tests/.eslintrc.js                                                                                                  |     4 +--
 dom/url/tests/browser_download_after_revoke.js                                                                              |    13 +++++++---
 dom/url/tests/file_url.jsm                                                                                                  |     6 ++++-
 dom/url/tests/file_worker_url.jsm                                                                                           |     4 +--
 dom/url/tests/jsm_url_worker.js                                                                                             |    39 ++++++++++++++---------------
 dom/url/tests/test_bug883784.jsm                                                                                            |     2 +-
 dom/url/tests/urlApi_worker.js                                                                                              |   125 +++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------
 dom/url/tests/urlSearchParams_commons.js                                                                                    |   140 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------
 dom/url/tests/urlSearchParams_worker.js                                                                                     |    17 +++++++------
 dom/url/tests/url_exceptions_worker.js                                                                                      |     4 +--
 dom/url/tests/url_worker.js                                                                                                 |    53 +++++++++++++++++++++------------------
 editor/AsyncSpellCheckTestHelper.jsm                                                                                        |    40 +++++++++++++++--------------
 editor/composer/test/.eslintrc.js                                                                                           |     5 +---
 editor/libeditor/tests/.eslintrc.js                                                                                         |    15 ++++-------
 editor/libeditor/tests/browser_bug527935.js                                                                                 |   102 +++++++++++++++++++++++++++++++++++++++++++++-----------------------------
 editor/libeditor/tests/browser_bug629172.js                                                                                 |   238 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------------------------------------------
 editor/libeditor/tests/spellcheck.js                                                                                        |     6 ++++-
 editor/spellchecker/tests/.eslintrc.js                                                                                      |     4 +--
 extensions/pref/autoconfig/src/prefcalls.js                                                                                 |   294 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------
 extensions/pref/autoconfig/test/unit/.eslintrc.js                                                                           |     6 ++---
 extensions/pref/autoconfig/test/unit/autoconfig.js                                                                          |     1 -
 extensions/pref/autoconfig/test/unit/test_autoconfig.js                                                                     |    17 +++++++++----
 extensions/pref/autoconfig/test/unit/test_autoconfig_nonascii.js                                                            |    67 ++++++++++++++++++++++++++++++-------------------
 gfx/layers/apz/test/mochitest/.eslintrc.js                                                                                  |     5 +---
 gfx/layers/apz/test/mochitest/apz_test_native_event_utils.js                                                                |   359 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------
 gfx/layers/apz/test/mochitest/apz_test_utils.js                                                                             |   301 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------
 gfx/layers/layerviewer/layerTreeView.js                                                                                     |   269 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------------------
 gfx/tests/browser/.eslintrc.js                                                                                              |     4 +--
 gfx/tests/browser/browser_windowless_troubleshoot_crash.js                                                                  |    39 +++++++++++++++++++----------
 gfx/tests/chrome/.eslintrc.js                                                                                               |     4 +--
 gfx/tests/mochitest/.eslintrc.js                                                                                            |     4 +--
 intl/l10n/DOMLocalization.jsm                                                                                               |   151 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------
 intl/l10n/Fluent.jsm                                                                                                        |   117 +++++++++++++++++++++++++++++++++++++++++++------------------------------------------
 intl/l10n/FluentSyntax.jsm                                                                                                  |   199 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------------------------------
 intl/l10n/L10nRegistry.jsm                                                                                                  |   288 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++----------------------------------------
 intl/l10n/Localization.jsm                                                                                                  |   117 +++++++++++++++++++++++++++++++++++++++++++------------------------------------------
 intl/l10n/test/.eslintrc.js                                                                                                 |     5 +---
 intl/l10n/test/document_l10n/non-system-principal/browser_resource_uri.js                                                   |    86 ++++++++++++++++++++++++++++++++++-----------------------------
 intl/l10n/test/test_domlocalization.js                                                                                      |     5 ++--
 intl/l10n/test/test_l10nregistry.js                                                                                         |   154 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------
 intl/l10n/test/test_l10nregistry_sync.js                                                                                    |   184 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++------------------------------------------------------
 intl/l10n/test/test_localization.js                                                                                         |    80 +++++++++++++++++++++++++++++++++-------------------------
 intl/l10n/test/test_messagecontext.js                                                                                       |     6 +++--
 intl/l10n/test/test_pseudo.js                                                                                               |    31 +++++++++++------------
 ipc/testshell/tests/.eslintrc.js                                                                                            |     4 +--
 ipc/testshell/tests/test_ipcshell.js                                                                                        |    21 ++++++++--------
 js/src/builtin/.eslintrc.js                                                                                                 |     8 +++---
 js/src/builtin/AsyncFunction.js                                                                                             |    16 +++++++-----
 js/src/builtin/AsyncIteration.js                                                                                            |    28 +++++++++++++--------
 js/src/builtin/Classes.js                                                                                                   |    12 ++++++---
 js/src/builtin/Date.js                                                                                                      |   184 ++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-------------------------------------------------------------------
 js/src/builtin/Error.js                                                                                                     |    16 +++++-------
 js/src/builtin/Function.js                                                                                                  |   664 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
 js/src/builtin/Generator.js                                                                                                 |   124 ++++++++++++++++++++++++++++++++++++++++++++++--------------------------------------------
